what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1545228722728
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1545228722729
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1545228722730
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1545228722731
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1545228722732
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1545228722753
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1545228722754
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1545228722765
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1545228722768
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1545228722769
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1545228722784
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1545228722785
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1545228722786
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1545228722786
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1545228722787
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1545228722787
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1545228722788
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1545228722788
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1545228722806
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1545228722808
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1545228722809
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1545228722810
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1545228722828
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1545228722841
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1545228722849
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1545228722858
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1545228722865
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1545228722867
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1545228722877
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1545228722893
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1545228722895
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1545228722904
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1545228722915
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1545228722915
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1545228722916
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1545228722916
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1545228722918
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1545228722919
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1545228722929
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1545228722947
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1545228722963
os,sysinfo,,,"win32",1545228722969
arch,sysinfo,,,"x86",1545228722969
ws,sysinfo,,,"win32",1545228722969
locale,sysinfo,,,"en_US",1545228722969
processors,sysinfo,,,"2",1545228722969
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1545228722969
java.runtime.version,sysinfo,,,"1.8.0_192-b12",1545228722969
java.specification.name,sysinfo,,,"Java Platform API Specification",1545228722969
java.specification.vendor,sysinfo,,,"Oracle Corporation",1545228722969
java.specification.version,sysinfo,,,"1.8",1545228722969
java.vendor,sysinfo,,,"Oracle Corporation",1545228722969
java.version,sysinfo,,,"1.8.0_192",1545228722969
java.vm.info,sysinfo,,,"mixed mode",1545228722969
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1545228722969
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1545228722969
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1545228722969
java.vm.specification.version,sysinfo,,,"1.8",1545228722969
java.vm.vendor,sysinfo,,,"Oracle Corporation",1545228722969
java.vm.version,sysinfo,,,"25.192-b12",1545228722969
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545228725700
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545228725729
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1545228725766
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1545228729079
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1545228729103
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228730011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228740350
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1545228743833
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228745425
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1545228756502
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1545228756533
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1545228769379
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1545228769556
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1545228769693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228782138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1545228782183
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228788768
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1545228793827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228794802
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1545228795965
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545228796046
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545228796225
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1545228796597
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1545228800125
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1545228802040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1545228813947
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1545228815921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1545228817951
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545228819188
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228841692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228873935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228874425
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228875453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228875921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228876787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228877386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228891622
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545228893906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229176103
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1545229199008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229228524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229256603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229266337
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229267455
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229268516
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229281800
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229282047
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229310752
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229316164
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229327010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229336084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229337382
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229446134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229449376
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229476159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229478592
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1545229478601
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1545229478601
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229482249
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1545229500013
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229500185
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229505182
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229521341
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1545229521399
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229529775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229547743
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229548593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229552656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229556709
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229558696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229563930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229569129
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229575628
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229577005
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1545229577015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1545229577015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229579581
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229581057
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1545229581067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1545229581067
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229585680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229586697
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1545229586704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1545229586704
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229603477
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229604955
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229605149
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229606431
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229606649
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229607400
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229607563
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229609668
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229609846
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229610826
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229611003
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229662955
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229663624
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229664534
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229666769
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1545229672726
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1545229771498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229793369
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229796023
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229796059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229798236
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1545229798505
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1545229799113
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1545229799123
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1545229799137
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1545229799157
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1545229799171
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1545229799190
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1545229799190
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1545229799190
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1545229799211
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1545229799211
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1545229799211
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1545229799212
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1545229799227
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1545229799227
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1545827135887
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1545827135889
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1545827135891
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1545827135891
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1545827135893
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1545827135894
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1545827135895
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1545827135899
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1545827135900
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1545827135902
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1545827135903
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1545827135904
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1545827136108
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1545827136110
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1545827136111
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1545827136112
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1545827136112
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1545827136115
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1545827136117
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1545827136117
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1545827136118
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1545827136119
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1545827136120
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1545827136122
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1545827136122
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1545827136123
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1545827136124
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1545827136125
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1545827136126
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1545827136127
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1545827136128
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1545827136129
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1545827136129
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1545827136130
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1545827136136
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1545827136137
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1545827136138
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1545827136140
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1545827136141
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1545827136142
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1545827136142
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1545827136143
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1545827136143
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1545827136145
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1545827136146
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1545827136146
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1545827136148
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1545827136149
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1545827136149
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1545827136149
